"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","958222550.836967","994349400.781684","1097892681.52583","1130470981.55446","1173065896.08983","1218599260.65351","1277175599.33106","1290181690.25373","1386700031.86561","1443880514.66081","1477307041.32179","1459090175.05161","1487935173.3657","1582019145.20049","1742624517.97292","1789889459.89373","1959394598.6536","2046523142.87249","2189194267.03526","2140384715.3597","2173546036.09393","2314377079.25926","2320160606.42391","2428896995.15468","2508124115.03731","2510450378.66625","2688565160.89794","2844567883.7689","3085990648.9362","3324021510.09089","2658092445.8899","3409978230.91316","4397900557.96638","4656839898.51058","4955061818.04914",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2772269138938.73","2970344293698.16","3129842641792.73","3277046076444.33","3507124676675.17","3629026188933.81","3825383201307.77","4099796219932.08","4256115392545.29","4321778732718.97","4584389837139.01","4719812185986.25","4804973675168.77","4998088853245.58","5441490646736.27","5860248110703.26","6440872617430.99","6975486779643.87","7412037594362.64","7357775039420.63","7903717887949.8","8523320888538.11","8803261586177.79","9188641284093.93","9476508703928.41","9439315382936.71","9691770578662.15","10186795022503.5","10718995197973.5","11078288248883.3","10735724274883.9","12111316973474.3","13593105222392.1","14408100168878.8","15102115104990.4",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","490171701863.609","517993136443.403","536001610782.75","552595406508.65","569160436337.458","614638760948.038","661350905627.49","711057434429.31","748886604514.209","792988022559.185","849277191908.306","913021630957.435","977381987099.68","1051587495105.99","1151062368474.62","1277258195363.13","1409962704313.54","1555913608828.16","1689733416559.94","1775838887874.33","1911271309169.54","2027353014863.73","2136200439979.34","2301396819229.36","2506025166038.13","2629683117865.52","2818439747631.89","3015088296405.27","3319814835334.87","3614224971398.06","3741960914108.29","4067044414065.73","4575139577354.83","4898552709402.87","5219086833721.01",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208657909015.302","220847970622.252","226121166077.03","232172889849.917","238816947321.22","255635143220.806","273017510160.837","299017786939.31","316187336263.939","331797350902.755","350921148048.196","374996895321.784","402119433743.768","434430571649.406","471224169869.818","516776210049.622","563151083096.82","612174913787.579","656009427630.765","679875346765.801","732979548901.267","750556167072.672","722623504730.218","769811602111.094","838416022145.141","885542492293.445","941553263916.909","981350005804.651","1043461552279.78","1111277008313.16","1117429016342.73","1204746232312.57","1334453483835.45","1376844649980.78","1453722328302.25",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41329904728.6183","44693068468.5354","47722862975.6752","52225010187.7074","56327121024.2357","60671121193.9067","64129557244.1097","69414028636.5447","73492167116.9098","77737438833.4276","84268270519.9234","84834118463.209","89568100817.4846","96762088315.6222","104774542076.052","114804514457.854","127419930495.518","139767212523.979","150936623732.283","157242031516.717","171910623369.945","190668570948.271","216969311691.012","231635412206.587","243530581325.688","256403786039.428","277383189833.412","291985462544.986","307237748359.208","307704703449.53","283651681999.953","317188291991.223","314829453164.917","318559256926.749","342603896900.927",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2638268022566.59","2781578696230.95","2958208068960.59","3110977052327.74","3316077530594.11","3571542968725.43","3871609880278.01","4096572389472.02","4340855124234.12","4663970800135.32","4974588372815.64","5312681325423.08","5627860361216.9","6097770085807.3","6711875250342.2","7400418713075.23","8176334881539.33","8985375377157.22","9561765623983.75","10212758168108.4","11057020307720.7","11829286493582.8","12950675648842.7","13739891413104.5","14487475437105.2","15260899417343.9","16226881242235.6","17410532877362.1","18961631491395.8","20436116963886","20598070868298.5","23005935126235.4","26221989013960.6","28900894970920.9","31178041990377.7",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9513326186781.05","10156873977200.4","10803153319385.8","11477637607186.5","12222272628556.9","13072655388534.4","14127642844981.2","15123010670567","15538258389303.8","16381108469627.8","17690866132470.4","18779330476773.6","19965000172438.6","21538532163643.8","23816545784776.5","26307342908271.8","29352857603346.2","32711996232015","35306831632418.6","37021812151578.2","40451385650409.1","43850328463058.2","47083938697554.6","49941784759614.3","52351865804207.5","53838788087970.4","56580072004655.2","60189125703808.5","64807986115196.3","69095972385875.4","69863793659608.9","78601177110978.7","88167993616376.6","95869343205435.1","102471817465739",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382711467.4023","1529057872.27658","1672693665.61051","1772441136.8046","1918539101.66429","2023226630.65837","2175581041.76159","2295062170.92974","2356542358.35145","2401266218.88415","2550829821.2922","2701162148.64909","2762993886.75286","2946017812.97257","3076437173.06163","3282873966.87736","3527263619.06876","3774547161.73809","4059772691.37472","4033598929.9442","4297759286.39977","4588922382.32492","4661713347.89244","5219948224.49632","5764436175.6392","6386751308.41258","6268088273.64999","5649078944.01488","5747871432.63277","5674505764.43564","5721443976.33825","5755132494.46552","6312660804.56615","6659272958.62664","7008693666.1915",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5373078751199.48","5585256891420.81","5780447883501.21","6185691436926.49","6612166729611.73","7137970504901.16","7650326641293.06","8205475757168.93","8512329143080.24","9015849874554.94","9878108424865.12","10622476173787.4","11479017509730.2","12571100950549.2","13967647658926.5","15574185009782","17842379814909.6","20190616661618.5","22369247514165","23359700276382.1","25561512028385.9","28087212395546.3","30266104228096.7","32230317668350.7","33693931319393","34133501100933.5","35542676577443.7","37841469790011.6","41132277108000.1","44346013219923.5","45166606005295.7","51472764117373.4","56884329968017.6","61377204687357.4","65751600067396.8",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33084134342.1029","32261731616.1787","25982121964.1262","22281964612.3678","20535197134.9365","21655546441.1214","23121145546.5304","25393773537.318","27673378445.288","27688903923.3416","29626873338.1009","32823086006.3732","36142792289.5919","41276116354.8869","44231028969.1952","48225773908.967","53780120738.4136","61762908725.7945","66317584060.9382","57462712608.2214","61412748556.4468","68742918025.677","73433875022.644","78660793915.3755","82260097780.9508","83997132844.855","88542980893.5793","95488665471.0222","102878073082.262","114028537683.962","115963490767.144","128830296666.031","142993189030.375","146206359207.239","157150520997.22",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11428408565.8394","12836181941.1455","13367607959.7774","14259298275.6533","15120269081.7564","15658413160.9475","16447823250.9292","17817287972.3208","18800270011.883","21456887315.5603","24050728709.2289","24787997280.3662","26135003699.075","27188058615.3492","29636196475.7496","31997220939.5338","37280674291.15","40861414727.8196","44452842913.4099","43244030111.8897","45801210629.9532","48970848492.8168","51308724180.9019","54838614516.1038","58578323745.8406","61453765784.1719","65980119592.3436","68570197215.6405","70910323890.9321","75250600111.6431","76953191626.4398","87543117438.5072","93643147424.9449","94916112738.7786","102180990717.512",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19835011572.6008","17923043976.2502","12443673424.2756","12103865594.8063","12633030763.0633","13274046169.9966","13849152800.6339","15348679631.5251","16577660526.5543","17211021266.3873","18563678944.5969","20711190610.2914","22538736237.8586","24173922814.9589","26617288804.5237","29874286352.6923","33330006770.3976","38023909319.5964","40573809685.1484","35465016588.4098","36378873545.9447","38349107132.1107","41691428142.4646","43976591824.0631","45804536136.3454","47733302374.5768","50560278535.6652","53695043701.6934","57464098005.6375","61623338377.0805","62223400359.4028","69560319491.8466","75101731516.1743","78495987718.931","81699623488.0085",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9358793438.56157","10029349085.7749","11622122881.111","12514611675.3997","13325492155.071","14053235564.1127","14250629785.8566","14455875121.95","13950146606.8898","13813878396.1996","14938598529.4896","15716133515.7762","17382569351.3419","19789123771.6091","25733025090.1805","28683028483.0856","33526838790.6972","39420173221.2314","41542297796.2099","42331193952.3906","53609658524.0656","66543283702.9429","75587734812.7121","88662888143.3566","90217341071.9546","70022650971.9238","70409197227.4455","78445696792.6884","85476958220.8241","84779825204.4914","39219148014.2064","50626336573.1949","43600459870.7372","79074346817.4287","88119857289.2449",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68185140642.5349","75577728567.7233","75678482135.5483","76898554507.0514","86856358766.8485","83884051841.4101","95988653945.6059","96119997248.1275","104236148646.015","107505176350.419","112779237887.046","124223383245.658","130859594015.688","141678088816.729","152138743419.188","161917911223.132","179914946048.65","191148032271.176","205906139147.141","214936468528.659","225161798971.022","242503162218.145","246970051910.011","258279124276.737","250969666045.261","273699865546.218","278969225512.902","291813531443.919","283691175471.346","295693593669.819","286108585852.483","323485096796.555","351840396847.175","376906204043.986","398513761721.117",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20531255151.0642","17829490051.8865","12929180911.9059","13076816772.5267","9229018605.42321","9290607151.89761","8904685469.75184","9207437232.45864","8701778415.48739","8527671452.42145","8904650398.77968","9660570036.99826","10575928938.2429","11496523303.8137","12679294796.6797","14057611967.2539","15186699782.3818","16066091172.2185","17652937905.4215","16696108705.5972","18098844324.1062","19546989102.1386","20750685232.971","23541379306.0256","24700278843.524","26084243383.8688","28945251498.7153","31001699470.1457","32129614587.5903","35735831415.9353","35646566427.3806","40707659297.2633","41603848485.6981","43618128785.717","44718897540.0215",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14054716200.888","13613706026.2549","14088368300.509","14725165789.949","15033245439.4469","15606083598.0557","16234135987.0885","17124031731.6109","17994782388.8203","19107008187.044","20410681393.9662","22118357801.0749","19674988011.8995","22026619585.8625","23808012897.5919","25722276417.8023","27946951443.5728","30343273031.9976","33003976083.2818","31886307058.5348","32473669404.6241","33666784883.9147","34340036474.5784","35522723859.5999","37117789637.7909","38053900319.1193","40755587226.8307","41438402026.5191","42523532549.9391","45498322775.5634","43150154155.6067","46835678113.5552","52260133350.5089","56416214294.2179","60207191110.5255",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017631081.5684","1067223262.9501","1164358701.98262","1258192125.55439","1384642341.26779","1597250635.03854","1754312843.11131","1934431770.29065","2102781091.10865","2264235683.61311","2404575740.01718","2361756431.02429","2572787195.03882","2984325954.06821","3246149994.17958","2973722871.62967","3789796519.85872","4170136725.0445","4632025844.5962","4271869073.3282","4617173541.01348","5129171221.39412","5411041265.39058","6106704770.85133","6916720150.29527","7653295112.3815","8320672192.78473","9059366711.74356","10360598102.1094","11255471307.3295","6741118651.2306","9834087308.92595","11991813788.7322","13010501267.78","14009213969.3321",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2198387759298.66","2400789194936.35","2600850673438.03","2717995535277.77","2842116500926.55","2984364271250.74","3192746634011.33","3373824334741.28","3559054096569.26","3716233296245.39","4040550102124.64","4218754727111.4","4387946143397.58","4664438035853.86","5179763792413.33","5606757118214.31","6106034409191.12","6597666684775.11","6999106419235.17","7127029241017.75","7556922582652.28","8011654456539.14","8427599985925.46","8579146296770.89","8670792658503.43","8156637096165.47","8238113999877.24","8751477518746.94","9406931353859.18","9563482540588.92","9200823336083.04","10321018972035.7","11771193552406","12450941905821.7","13040733207632.9",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710444763125.042","766538541210.865","814844731251.19","792462860542.325","844950630889.078","811682208990.529","877940670548.948","957371746254.509","1028028122579.67","1071236887499.62","1154351047323.83","1175035890293.65","1194403398875.47","1242555251551.93","1321401660883.87","1403085812802.32","1559647592038.59","1635081164095.23","1730732432768.21","1701569666080.89","1807626674476.17","1989888022996.96","2103287718922.75","2150334057847.95","2254435513052.44","2309495216430.19","2457812552694.79","2528308608734.21","2606266095020.21","2636530051952.24","2454084724796.82","2652858835981.85","3006940450744.82","3224627506520.01","3361570175385.56",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93825565.1130321","97083732.7793938","106386748.302521","115449773.939184","124845534.165933","137932080.26783","125986037.36409","119897913.391467","120428094.414466","120502144.351901","126256390.313495","138045931.114502","145288213.802487","145842934.691959","149153206.296614","156584998.568828","161697836.869811","172204501.052577","162241749.9334","169225654.555322","180769874.152757","183572222.118388","184577180.224517","194868626.180603","195765211.126983","201307890.606507","208309785.849901","219584916.869019","236940414.688217","266025061.384393","262085491.939992","277401943.188956","293856595.45483","292451749.919892","307823221.268995",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9312981636391.99","9944640249695","10585093167180.1","11253083118908.6","11990581087022.7","12824665196292.9","13862496523507","14833232450268.5","15232644003045.2","16060271860960.9","17350889681546.6","18416134721299.7","19575680867996.4","21117956107755.3","23359967071570.1","25806469031709","28806458881422.3","32117354565429","34669398120615.8","36361134751271.3","39739036398365.5","43120593928068.5","46380172603960.6","49192114968806","51539690131187.9","52984030852629.4","55672810282263.7","59240657841938","63798434354032.7","68020709990858","68782077094615","77430666921443.9","86870024683076.8","94523763268690.3","101046863183050",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11033540068.672","10702794253.8932","10228023048.5775","9688393321.74053","9721284632.62498","9814471742.06726","10112592691.2742","10435109668.3522","10937100174.5216","11547072366.2541","12467297223.0484","12314477116.34","12919294864.3966","13368277064.8964","14577821274.0794","15987113957.0941","17729889079.5501","19113502068.5399","21537235533.6943","22577165164.6815","23342986399.6477","24064094439.3279","24558758913.8755","26269704512.3279","27776051422.3132","28759477964.6046","31372563320.6069","32582642852.9737","34872106943.5014","37942140168.2412","37051881559.6466","40679165465.0118","44081275424.486","44574235735.5255","47648721475.201",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7556471287.8598","8729554194.02658","8641110124.92561","9126540359.85338","9673753260.12931","9967547260.99729","10866193888.9893","11587355610.7584","12604798274.9759","13511929774.0827","13809595178.1055","16291753166.7828","17058862546.2582","18981975552.7101","19796498955.6974","21949456345.3587","24131957605.0992","25746209689.9149","27957814118.5427","29433670544.7179","31853450079.0545","33817267480.8019","33967900874.1631","36004914476.4166","39053409334.0076","43326258239.039","48588600863.8981","51646498097.6108","54874814697.0095","59410075204.0447","59141995694.5382","62603712698.5219","69419933564.9113","75310419236.7841","80991580402.8523",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3569596937.79381","3921198209.26908","4198689095.43733","4490803747.36397","4845890018.83974","5261287628.85853","5567634447.28225","5918643925.69994","6248507150.95276","6549502445.14608","7103720792.8501","7246287599.99267","7734077577.55792","8296648090.10684","8654828606.70819","8976185853.42153","9412880643.23735","10173218050.6991","10911545502.9348","11041175017.5039","11984407547.4745","12249115249.8462","12901661431.4342","14077424410.3318","15261041157.2303","17048724114.9173","18634286620.2358","21376244915.8756","23313166925.7257","25896969589.9462","25767995596.3613","29431961612.755","32124230942.0105","34864378137.2017","38690348766.4093",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17563520317.365","18039349766.7611","20232926691.4617","21963426391.919","24109873843.0385","26325672250.3073","28534772832.9767","30667316092.2828","32831204101.3312","36940066207.0948","42969607733.0216","48921379074.6035","55656083939.6556","64612058191.0903","75349622677.1439","88256902159.4759","102875055020.123","118332621205.187","132981732362.512","147918054673.649","164139949932.271","176893542391.214","191632597101.832","208269863967.961","221802511725.486","227790290910.88","229647106575.787","244240022243.58","291745887545.292","321180596449.631","304367346941.67","276462287916.21","308130563643.829","322277844296.53","326862397165.755",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1332108529029","1474886317099.85","1580455959868.24","1638731779532.13","1703320902491.91","1789069131828.22","1929180752280.02","2027680945294.47","2162254460669.79","2290583522602.89","2484466824927.64","2612667817788.73","2743347924532.76","2869244615427.98","3177807540646.47","3433895273371.92","3731370993173.08","4057606187399.74","4267891326563.28","4406408216989.5","4673880656317.72","4788625775422.64","4999772763975.44","5084992622535.25","5113651887675.41","5014263016076.81","5164480229925.64","5466338457628.97","5802979056305.55","5912219176776.55","6066249777007.41","6546703308773.41","7330204983382.37","7807495872200.98","8181179977034.69",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3533545306.20957","3748347438.74581","3444059622.31627","3631258599.91848","4113413348.12626","4329965621.89005","4494822527.20132","4810225521.14074","5106753520.03374","6432338873.40274","7675162436.73665","8524397177.40852","8051275761.36077","8445094799.15719","8974061691.25466","8603961075.27901","9237464633.33886","9557935799.12194","10164312427.4335","11325280166.464","12249532194.1161","13385900703.3676","15015922356.5618","13050163141.9018","14902552328.5907","17207930165.977","19077865681.6285","20823256231.7796",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7302015144.19314","6892683694.73394","6397199493.34231","6341315006.17309","6614952541.03772","7184288883.81265","7479331657.8225","7904782843.87042","8260603886.77986","8634719686.81401","8931513813.70697","9402283756.13045","10000318210.221","10912071503.1922","12396137238.0265","13712180012.9917","15344468578.7749","17375296734.5742","19286329499.8691","19159108635.8796","20626275493.887","24691841190.0464","28827895153.548","30272589127.4882","32298614756.1739","31655860016.5362","32468148776.2369","34940501306.6572","39516811632.4633","44456622358.2437","45560002626.38","50053145881.8599","56320298556.3279","62677497750.9381","67315454531.6436",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3876487205.89821","4204974221.20434","3974943055.37604","4514346155.41372","4907676297.31776","5116944167.20886","5767947004.12026","6560643833.91515","7322310594.51332","8303449441.43969","8556603915.91784","9873700733.75349","10996611842.248","12023092301.2085","13359389787.8221","14647954897.7931","16596153907.0126","18349679164.7403","19989637477.8653","21305419651.8896","23004781234.8117","25154428816.7064","26184549692.2646","27901295071.5242","30064933093.9697","34986722839.8131","37700803807.9202","36130431041.8671","38466735958.1982","41503339393.0606","43454882038.8104","46205728911.2947","51660358771.4538","56429069634.9957","58863787008.2917",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4040954731.10973","4252311547.57795","4430725302.04608","4802161269.1454","4754577303.76092","5330945208.54862","5744419726.70733","5607128251.68902","5827650393.75092","6127206514.3005","6020496212.44512","6106841806.001","6287417869.53367","6855760842.14005","7373310008.12466","8255919837.47165","10070769270.7772","10139902985.2367","10301051549.5998","10374730882.5514","10775959019.2363","11457213191.4913","12539868164.3873","14306348182.1821","14875055357.1756","15775044970.7205","19136599346.5409","22539620070.571","23550299208.1808","25064433257.7255","26408154182.6331","27635403694.625","31617666980.5464","34886849205.0866","37588430731.7267",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5302418751.48676","5724876028.39184","6236678104.83541","6708972332.05265","7135639902.8728","7597624459.47006","8169034861.97055","8782529622.26002","9420496635.61624","9803249314.97515","10847667514.6611","11463230002.3137","11829366607.5772","12777697016.3638","13689455398.6123","14369647699.4232","15533506795.4582","16868057828.8942","18119239839.7435","18835367365.2242","19898752964.6588","21137404890.8833","21663830470.1348","22944243658.6006","24046750508.4322","25271892595.159","27385974517.632","28581043971.0413","29194635198.9103","30417972159.6536","26999298652.9561","28793361692.7371","33527657824.4858","36473533933.3164","39108930779.9098",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6410072363.21448","7205388185.53622","6829178160.47331","7668613469.02993","7030306343.57041","8378455954.16314","9156093760.05175","9667211208.92106","10156652110.6182","10613744873.0658","11025237005.9584","10712639072.7305","11064057834.2158","11926235758.5635","12910787913.836","13750850277.9866","14841124507.1107","16706556970.9169","18329372045.5768","19978329413.7686","21611136729.012","23144997068.0643","22999500003.4794","25181923450.6662","25024588183.9773","23972522499.7063","24755675039.6412","24899003391.0601","25268494147.2089","27587532191.9057","29563756336.0156","33831623933.4187","36577488742.4275","38610812096.7184","40266877390.592",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122810506136.023","139083006814.69","154891808952.215","174252991496.61","194368644590.529","217949174460.426","244139235645.526","266535267079.999","249694877234.154","268770475595.866","299208017024.179","307529056854.154","329144531985.224","355071566645.317","389353505932.15","422973326620.569","460368023534.506","502623799396.365","537061439784.103","532195216540.024","578657813420.75","621861803378.808","671523206704.637","698862906454.866","746116305787.407","766027917953.276","803828295814.355","854693620881.573","914713180247.419","967567806880.737","931106663877.47","1022398815013.98","1192353239707.87","1279178242678.17","1377111092000.87",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6525397893134.5","6727240355254.83","7107627485088.59","7475785697250.12","7945888310598.73","8330368245487.59","8787797676147.88","9335649881842.86","9859336257679.96","10480567730080","11155283542851.5","11523371675134.6","11903769633564.7","12483989807210.7","13304858249941.5","14214773204463.4","15061801001332.7","15780729456710","16117167161576.2","15789729573912.9","16417148510793.9","17035058145203.2","17726469022285.1","18439354789584","19234106921145.6","19894739012876","20488107438697.8","21383311972730.6","22514990008758.9","23445510107911.4","23207424397614.3","25866624830798.1","28489182144844.6","30312007112175.1","31895507778448.4",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5306693289.0908","5934133855.10081","6505711498.50913","6554721980.97774","6810488167.97395","7224392378.08437","7591428679.60572","8048229364.47393","8406572289.26605","8812782497.73661","9327139077.13489","9649500147.86294","10268715463.4098","10915420256.8968","12584232425.9389","13307073391.6016","14687700517.5399","15896336615.0443","16631951660.7918","16784063685.0504","18013988183.0632","19321711402.13","20550227216.2329","21847544464.6311","23966035323.935","24849167508.2085","24880312287.1765","24787610435.4624","25396298133.5144","25469883811.1962","25525198217.6345","27287889637.5942","30811603933.0551","33338484196.9914","35411935194.1771",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6124299546.59514","6303585937.69547","6576228696.34559","6753760867.81859","7025909093.33176","7349484060.11528","7491559548.12385","7737152662.17248","8604376011.7029","8706977050.2011","8796601713.70026","9648418941.46968","10280284056.6777","10710799712.6166","11038836389.557","12219683989.9715","13343624936.0933","14135852906.7674","15522168134.7971","15924423036.4292","17500575092.2792","18282764961.5946","20722563498.3675","21071366592.3543","22315918540.8947","23372915804.2583","24586198437.6823","25897150477.0717","28311897040.1248","32566723569.6716","35501317683.8958","38850574077.5224","46573248097.999","49053754855.8382","54470927080.1992",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195857383433.717","203206506226.053","217462632292.142","218086678571.943","218700639890.114","223123860705.185","236742239133.091","247897997757.584","257154830145.565","262317190171.303","281714892286.465","305104616258.886","357342690194.807","391170773323.801","438848237510.466","481749373478.028","526697204901.115","576622620194.56","627489466688.419","682101606958.029","745661432652.967","801440949035.347","834681169054.687","900501053734.077","976358658638.933","989482934627.144","981583396343.35","1000651050046.71","1041739008970.11","1123347541616.2","1145672541683.2","1200097354375.41","1327463569776.87","1414565464577.3","1498412309012.06",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8235899133.40156","8498305478.7254","8725550609.74835","8897275983.33573","9390558011.84851","10154249904.8748","10996157197.5783","11629481060.0421","12196681250.393","13239574881.5861","14094810965.4006","14838904567.7684","15183115173.2543","15873159638.9287","17165886758.5998","18462276078.5289","19821995460.495","21392520308.3933","22553839570.4359","21945744533.6479","23192039228.4545","25165708471.7559","26602665591.8129","28187335291.8785","30743442934.0975","33507510695.4469","36662825386.1517","39320729869.7902","37985543205.7636","38779457707.5101","41191106018.3216","47305035692.4433","52476847102.5256","56772319876.1377","60231278859.8267",
